Sample_Id	Site1_Hugo_Symbol	Site2_Hugo_Symbol	Center	Event_Info	DNA_support	RNA_support	Method	Connection_Type	SV_Status	Group
P-5776	EGFR	VOPP1	OrigiMed	EGFR-VOPP1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5297	EGFR	MAGI2	OrigiMed	EGFR-MAGI2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9727	LANCL2	EGFR	OrigiMed	LANCL2-EGFR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6813	EGFR		OrigiMed	EGFR-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8772	EGFR	EGFR	OrigiMed	EGFR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1865	EGFR	TES	OrigiMed	EGFR-TES	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7156	EGFR	EGFR	OrigiMed	EGFR-EGFR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1290	EGFR		OrigiMed	EGFR-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0140	EGFR	EGFR	OrigiMed	EGFR-EGFR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2355	EGFR	EGFR1	OrigiMed	EGFR-EGFR1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9817	GBAS	EGFR	OrigiMed	GBAS-EGFR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0960	EGFR	SEPTIN14	OrigiMed	EGFR-SEPT14	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4561	EGFR	EGFR	OrigiMed	EGFR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4602	EGFR	EGFR	OrigiMed	EGFR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6433	EGFR	EGFR	OrigiMed	EGFR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5369	EGFR	EGFR	OrigiMed	EGFR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2314	EGFR	EGFR	OrigiMed	EGFR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1419	KIAA0556	EGFR	OrigiMed	KIAA0556-EGFR	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2017	EGFR	EGFR	OrigiMed	EGFR-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10079		EP300	OrigiMed	Intergenic-EP300	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6324	EP300	ST13	OrigiMed	EP300-ST13	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4290	GAB2	EP300	OrigiMed	GAB2-EP300	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2634	EP300	EP300	OrigiMed	EP300-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9271	EP300	EP300	OrigiMed	EP300-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3775	EP300	XKR3	OrigiMed	EP300-XKR3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1875	STK38	EP300	OrigiMed	STK38-EP300	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2047	EP300	ZNRF3	OrigiMed	EP300-ZNRF3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4336	EP300	EP300	OrigiMed	EP300-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3881	EP300	EP300	OrigiMed	EP300-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4645	L3MBTL2	EP300	OrigiMed	L3MBTL2-EP300	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8122	EP300	DESI1	OrigiMed	EP300-DESI1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4320	EP300	RANGAP1	OrigiMed	EP300-RANGAP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4239	MYO1D	EP300	OrigiMed	MYO1D-EP300	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9086	EPCAM	PRKCE	OrigiMed	EPCAM-PRKCE	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8985	FBXO42	EPHA2	OrigiMed	FBXO42-EPHA2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8920	EPHA2	EPHA2	OrigiMed	EPHA2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3943	EPHA2	EPHA2	OrigiMed	EPHA2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6967	EPHA3	VEGFA	OrigiMed	EPHA3-VEGFA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0818	EPHA3	EPHA3	OrigiMed	EPHA3-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2763	EPHA5	EPHA5	OrigiMed	EPHA5-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5261	EPHA5	EPHA5	OrigiMed	EPHA5-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4549	EPHA5	EPHA5	OrigiMed	EPHA5-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9167	TBC1D1	EPHA5	OrigiMed	TBC1D1-EPHA5	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8686	EPHA7	EPHA7	OrigiMed	EPHA7-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2915	EPHB1	NEK11	OrigiMed	EPHB1-NEK11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4052	EPHB1	EPHB1	OrigiMed	EPHB1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0436	EPHB1	EPHB1	OrigiMed	EPHB1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9528	ERBB2	STARD3	OrigiMed	ERBB2-STARD3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9680	ERBB2	IKZF3	OrigiMed	ERBB2-IKZF3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6507		ERBB2	OrigiMed	Intergenic-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0322	ERBB2	CDK12	OrigiMed	ERBB2-CDK12	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9684	DSCAM	ERBB2	OrigiMed	DSCAM-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0869	GP2	ERBB2	OrigiMed	GP2-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4783	STARD3	ERBB2	OrigiMed	STARD3-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7903	NF1	ERBB2	OrigiMed	NF1-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3609	EPHB1	EPHB1	OrigiMed	ERBB2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9316	ERBB2	ANKRD18A	OrigiMed	ERBB2-ANKRD18A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9090	STARD3	ERBB2	OrigiMed	STARD3-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8854	ERBB2	CASC3	OrigiMed	ERBB2-CASC3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6058	ERBB2	STARD3	OrigiMed	ERBB2-STARD3	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-5856		ERBB2	OrigiMed	Intergenic-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5472	STARD3	ERBB2	OrigiMed	STARD3-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0616	ERBB2	ERBB2	OrigiMed	ERBB2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6434	PPP1R1B	ERBB2	OrigiMed	PPP1R1B-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4187	PGAP3	ERBB2	OrigiMed	PGAP3-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9143	ERBB2	KRTAP9	OrigiMed	ERBB2-KRTAP9-9	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3803	ASIC2	ERBB2	OrigiMed	ASIC2-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1273	ERBB2	GRB7	OrigiMed	ERBB2-GRB7	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1657	ERBB2	ERBB2	OrigiMed	ERBB2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3877	ERBB2	ERBB2	OrigiMed	ERBB2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10129	ERBB2	TOP2A	OrigiMed	ERBB2-TOP2A	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1989	LRRC37A11P	ERBB2	OrigiMed	LRRC37A11P-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2750	KANSL1L	ERBB2	OrigiMed	KANSL1L-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7554	ERBB2	GSDMB	OrigiMed	ERBB2-GSDMB	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0047	POLR1D	ERBB2	OrigiMed	POLR1D-ERBB2	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-3644	ERBB2	IKZF3	OrigiMed	ERBB2-IKZF3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2528		ERBB3	OrigiMed	Intergenic-ERBB3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9528	ERBB4	VWC2L	OrigiMed	ERBB4-VWC2L	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3420		ERBB4	OrigiMed	Intergenic-ERBB4	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4139	TMPRSS2	ERG	OrigiMed	TMPRSS2-ERG	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6414		ERRFI1	OrigiMed	Intergenic-ERRFI1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7209	ERRFI1	ERP29	OrigiMed	ERRFI1-ERP29	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3692	ARMT1	ESR1	OrigiMed	ARMT1-ESR1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2078	ESR1	ESR1	OrigiMed	ESR1-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7268	ETV1	DGKB	OrigiMed	ETV1-DGKB	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5729	AGMO	ETV1	OrigiMed	AGMO-ETV1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9744	ETV5	DGKG	OrigiMed	ETV5-DGKG	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2740	FGF12	ETV5	OrigiMed	FGF12-ETV5	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1076	DGKG	ETV5	OrigiMed	DGKG-ETV5	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3015	ETV6	LOC105369723	OrigiMed	ETV6-LOC105369723	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3444	ETV6	ETV62	OrigiMed	ETV6-ETV62	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7808	ETV6	LRP6	OrigiMed	ETV6-LRP6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6401	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7402		ETV6	OrigiMed	Intergenic-ETV6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4294	ETV6	CACNA1C	OrigiMed	ETV6-CACNA1C	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-5621	ETV6		OrigiMed	ETV6-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1991	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1991	ETV6	CACNA1C	OrigiMed	ETV6-CACNA1C	yes	no	OrigiFus	unknown	SOMATIC	Novel fusion
P-8110		ETV6	OrigiMed	Intergenic-ETV6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4140	DOCK7	ETV6	OrigiMed	DOCK7-ETV6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8459	ETV6	S100A11	OrigiMed	ETV6-S100A11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9532	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5377	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8725	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5148	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4294	ETV6	GRIN2B	OrigiMed	ETV6-GRIN2B	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4541	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8456	PLEKHA5	ETV6	OrigiMed	PLEKHA5-ETV6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9886	BCL2L14	ETV6	OrigiMed	BCL2L14-ETV6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3685	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8459	ETV6	DPY19L2P2	OrigiMed	ETV6-DPY19L2P2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5951	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3891	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7042	ETV6	LRP6	OrigiMed	ETV6-LRP6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5855	PPP4R1L	ETV6	OrigiMed	PPP4R1L-ETV6	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7123	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1855	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4356	ETV6	KRT71	OrigiMed	ETV6-KRT71	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3352	ETV6	ETV6	OrigiMed	ETV6-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6101	EWSR1	NR4A3	OrigiMed	EWSR1-NR4A3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2601	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6922	EWSR1	AP1B1	OrigiMed	EWSR1-AP1B1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0913	EWSR1	WT1	OrigiMed	EWSR1-WT1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4125	EWSR1		OrigiMed	EWSR1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9359	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6547	EWSR1	ERG	OrigiMed	EWSR1-ERG	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4345	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6724	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3071	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5240	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5030	EWSR1	CREB3L2	OrigiMed	EWSR1-CREB3L2	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9985	EWSR1	FEV	OrigiMed	EWSR1-FEV	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2210	EWSR1		OrigiMed	EWSR1-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5344	GAS2L1	EWSR1	OrigiMed	GAS2L1-EWSR1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0439	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2004	EWSR1	ATF1	OrigiMed	EWSR1-ATF1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3482	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4207	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4428	EWSR1	ATF1	OrigiMed	EWSR1-ATF1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-0716	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6162	EWSR1	CREB1	OrigiMed	EWSR1-CREB1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6688	EWSR1	FEV	OrigiMed	EWSR1-FEV	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4256	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6030	EWSR1	ATF1	OrigiMed	EWSR1-ATF1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-0874	EWSR1	ERG	OrigiMed	EWSR1-ERG	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5933	EWSR1	CREM	OrigiMed	EWSR1-CREM	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9558	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-10103	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2589	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-6655	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-5344	EWSR1	AP1B1	OrigiMed	EWSR1-AP1B1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2200	EWSR1	ERG	OrigiMed	EWSR1-ERG	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-7132	LINC01399	EWSR1	OrigiMed	LINC01399-EWSR1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10094	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-10184	EWSR1	ATF1	OrigiMed	EWSR1-ATF1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9890	EWSR1	ERG	OrigiMed	EWSR1-ERG	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2021	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-8780	EWSR1	CREB1	OrigiMed	EWSR1-CREB1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2551	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-9340	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3610	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-4093	EWSR1	NR4A3	OrigiMed	EWSR1-NR4A3	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-3219	EWSR1	FLI1	OrigiMed	EWSR1-FLI1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-2532	EWSR1	ATF1	OrigiMed	EWSR1-ATF1	yes	no	OrigiFus	unknown	SOMATIC	Known fusion
P-1176	FANCA	FANCA	OrigiMed	FANCA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1606	FANCA	MIR548AA1	OrigiMed	FANCA-MIR548AA1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8484	SPG7	FANCA	OrigiMed	SPG7-FANCA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5894	FANCA	LRRC7	OrigiMed	FANCA-LRRC7	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1747	FANCA	ANKRD11	OrigiMed	FANCA-ANKRD11	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1314	FANCA	SPATA33	OrigiMed	FANCA-SPATA33	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2097	FANCA	FANCA	OrigiMed	FANCA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10157	ANKRD11	FANCA	OrigiMed	ANKRD11-FANCA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5273	FANCA	FANCA	OrigiMed	FANCA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3945	FANCA	FANCA	OrigiMed	FANCA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7475		FANCA	OrigiMed	Intergenic-FANCA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1673	FANCA	SPATA2L	OrigiMed	FANCA-SPATA2L	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0643	CBLB	FANCA	OrigiMed	CBLB-FANCA	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4098	FANCA	FANCA	OrigiMed	FANCA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9420	FANCA	FANCA	OrigiMed	FANCA-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0361	FANCA	TUBB3	OrigiMed	FANCA-TUBB3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4394	PCSK5	FANCC	OrigiMed	PCSK5-FANCC	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7131	C9orf3	FANCC	OrigiMed	C9orf3-FANCC	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5813	FANCC	SLC48A1	OrigiMed	FANCC-SLC48A1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4681	FANCC	PTCH1	OrigiMed	FANCC-PTCH1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1340	FANCC	MED24	OrigiMed	FANCC-MED24	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8019	FANCD2	FANCD2	OrigiMed	FANCD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2769	FANCD2	FANCD2	OrigiMed	FANCD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8969	FANCD2	ATP2B2	OrigiMed	FANCD2-ATP2B2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3386	FANCD2	ADCY2	OrigiMed	FANCD2-ADCY2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2321	FANCD2	SS18	OrigiMed	FANCD2-SS18	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2027	FANCD2	FANCD2	OrigiMed	FANCD2-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5494	UNK	FANCD2	OrigiMed	UNK-FANCD2	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6678	FANCD2	EMC3	OrigiMed	FANCD2-EMC3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6010	FANCE	PTPRK	OrigiMed	FANCE-PTPRK	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8794	ZNF76	FANCE	OrigiMed	ZNF76-FANCE	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2916	FANCE	FANCE	OrigiMed	FANCE-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1091	FANCE	SUPT3H	OrigiMed	FANCE-SUPT3H	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0876	FANCE	FANCE	OrigiMed	FANCE-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-0541	NKAIN2	FANCE	OrigiMed	NKAIN2-FANCE	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8697	FANCE	FANCE	OrigiMed	FANCE-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5124	CA9	FANCG	OrigiMed	CA9-FANCG	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1530	FANCG	ATP8B5P	OrigiMed	FANCG-ATP8B5P	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8050	FANCG	ENHO	OrigiMed	FANCG-ENHO	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4173	FANCG	FANCG	OrigiMed	FANCG-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2147	NFE2L2	FANCL	OrigiMed	NFE2L2-FANCL	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-10097	FANCL		OrigiMed	FANCL-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-6240	FANCM		OrigiMed	FANCM-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2448	FANCM	FKBP3	OrigiMed	FANCM-FKBP3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1472	FAM179B	FANCM	OrigiMed	FAM179B-FANCM	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-5523	FANCM	FANCM	OrigiMed	FANCM-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-4524	FANCM	FANCM	OrigiMed	FANCM-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-3019	FANCM	UNC5D	OrigiMed	FANCM-UNC5D	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1714	FANCM	FANCM	OrigiMed	FANCM-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9856	FANCM	FKBP3	OrigiMed	FANCM-FKBP3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-2426	FANCM	MIS18BP1	OrigiMed	FANCM-MIS18BP1	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-9113	FANCM	FKBP3	OrigiMed	FANCM-FKBP3	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-1353	FANCM	FANCM	OrigiMed	FANCM-Intragenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-8990	FAM179B	FANCM	OrigiMed	FAM179B-FANCM	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
P-7262	FANCM		OrigiMed	FANCM-Intergenic	yes	no	OrigiFus	unknown	SOMATIC	Rearrangement
